year_month,uf,product,unit,volume,created_at
2012,PARÁ,ÓLEO DIESEL (m3),m3,"154354,542326437",2023-12-03
2013,PARÁ,ÓLEO DIESEL (m3),m3,"149426,216",2023-12-03
2014,PARÁ,ÓLEO DIESEL (m3),m3,"176429,198",2023-12-03
2015,PARÁ,ÓLEO DIESEL (m3),m3,"2321405,88491214",2023-12-03
2016,PARÁ,ÓLEO DIESEL (m3),m3,"173175,476",2023-12-03
2017,PARÁ,ÓLEO DIESEL (m3),m3,"194939,306954831",2023-12-03
2018,PARÁ,ÓLEO DIESEL (m3),m3,"214874,743",2023-12-03
2019,PARÁ,ÓLEO DIESEL (m3),m3,"211519,152",2023-12-03
2020,PARÁ,ÓLEO DIESEL (m3),m3,"246890,088",2023-12-03
2000,PARAÍBA,ÓLEO DIESEL (m3),m3,"20436,9",2023-12-03
2001,PARAÍBA,ÓLEO DIESEL (m3),m3,"24088,109",2023-12-03
2002,PARAÍBA,ÓLEO DIESEL (m3),m3,"25456,734",2023-12-03
2003,PARAÍBA,ÓLEO DIESEL (m3),m3,"26296,039",2023-12-03
2004,PARAÍBA,ÓLEO DIESEL (m3),m3,"26535,971",2023-12-03
2005,PARAÍBA,ÓLEO DIESEL (m3),m3,"27869,35",2023-12-03
2006,PARAÍBA,ÓLEO DIESEL (m3),m3,"24910,705",2023-12-03
2007,PARAÍBA,ÓLEO DIESEL (m3),m3,"29396,8069672343",2023-12-03
2008,PARAÍBA,ÓLEO DIESEL (m3),m3,"368078,009085523",2023-12-03
2009,PARAÍBA,ÓLEO DIESEL (m3),m3,"35737,1369091583",2023-12-03
2010,PARAÍBA,ÓLEO DIESEL (m3),m3,"36783,173193943",2023-12-03
2011,PARAÍBA,ÓLEO DIESEL (m3),m3,"38613,751887803",2023-12-03
2012,PARAÍBA,ÓLEO DIESEL (m3),m3,"37998,717757363",2023-12-03
2013,PARAÍBA,ÓLEO DIESEL (m3),m3,"40190,72",2023-12-03
2014,PARAÍBA,ÓLEO DIESEL (m3),m3,"42062,18",2023-12-03
2015,PARAÍBA,ÓLEO DIESEL (m3),m3,"37878,76",2023-12-03
2016,PARAÍBA,ÓLEO DIESEL (m3),m3,"37358,01",2023-12-03
2017,PARAÍBA,ÓLEO DIESEL (m3),m3,"34403,0330620139",2023-12-03
2018,PARAÍBA,ÓLEO DIESEL (m3),m3,"36164,722",2023-12-03
2019,PARAÍBA,ÓLEO DIESEL (m3),m3,"34188,26",2023-12-03
2020,PARAÍBA,ÓLEO DIESEL (m3),m3,"38320,603",2023-12-03
2000,PARANÁ,ÓLEO DIESEL (m3),m3,"226565,028",2023-12-03
2001,PARANÁ,ÓLEO DIESEL (m3),m3,"271780,191",2023-12-03
2002,PARANÁ,ÓLEO DIESEL (m3),m3,"332722,838",2023-12-03
2003,PARANÁ,ÓLEO DIESEL (m3),m3,"309260,443",2023-12-03
2004,PARANÁ,ÓLEO DIESEL (m3),m3,"348683,832",2023-12-03
2005,PARANÁ,ÓLEO DIESEL (m3),m3,"297982,233",2023-12-03
2006,PARANÁ,ÓLEO DIESEL (m3),m3,"280073,267",2023-12-03
2007,PARANÁ,ÓLEO DIESEL (m3),m3,"295133,619037914",2023-12-03
2008,PARANÁ,ÓLEO DIESEL (m3),m3,"343678,686066466",2023-12-03
2009,PARANÁ,ÓLEO DIESEL (m3),m3,"356751,605583103",2023-12-03
2010,PARANÁ,ÓLEO DIESEL (m3),m3,"338194,213038183",2023-12-03
2011,PARANÁ,ÓLEO DIESEL (m3),m3,"293076,310977513",2023-12-03
2012,PARANÁ,ÓLEO DIESEL (m3),m3,"4758257,18740961",2023-12-03
2013,PARANÁ,ÓLEO DIESEL (m3),m3,"372910,074",2023-12-03
2014,PARANÁ,ÓLEO DIESEL (m3),m3,"412638,288",2023-12-03
2015,PARANÁ,ÓLEO DIESEL (m3),m3,"469039,094445809",2023-12-03
2016,PARANÁ,ÓLEO DIESEL (m3),m3,"462355,757",2023-12-03
2017,PARANÁ,ÓLEO DIESEL (m3),m3,"493585,751897624",2023-12-03
2018,PARANÁ,ÓLEO DIESEL (m3),m3,"506807,599",2023-12-03
2019,PARANÁ,ÓLEO DIESEL (m3),m3,"470471,642",2023-12-03
2020,PARANÁ,ÓLEO DIESEL (m3),m3,"465551,29",2023-12-03
2000,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"53947,349",2023-12-03
2001,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"68820,795",2023-12-03
2002,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"73650,706",2023-12-03
2003,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"60177,82",2023-12-03
2004,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"69821,564",2023-12-03
2005,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"61307,376",2023-12-03
2006,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"73638,04",2023-12-03
2007,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"918209,094653968",2023-12-03
2008,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"96820,2542039764",2023-12-03
2009,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"99981,5678930049",2023-12-03
2010,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"110573,284191753",2023-12-03
2011,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"117871,174115239",2023-12-03
2012,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"116332,271409647",2023-12-03
2013,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"115273,687",2023-12-03
2014,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"118830,956",2023-12-03
2015,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"122929,16",2023-12-03
2016,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"100642,12",2023-12-03
2017,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"123176,261846747",2023-12-03
2018,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"100869,557",2023-12-03
2019,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"113210,429",2023-12-03
2020,PERNAMBUCO,ÓLEO DIESEL (m3),m3,"968771,109",2023-12-03
2000,PIAUÍ,ÓLEO DIESEL (m3),m3,"21183,811",2023-12-03
2001,PIAUÍ,ÓLEO DIESEL (m3),m3,"23330,922",2023-12-03
2002,PIAUÍ,ÓLEO DIESEL (m3),m3,"23424,631",2023-12-03
2003,PIAUÍ,ÓLEO DIESEL (m3),m3,"22549,537",2023-12-03
2004,PIAUÍ,ÓLEO DIESEL (m3),m3,"27686,531",2023-12-03
2005,PIAUÍ,ÓLEO DIESEL (m3),m3,"29196,316",2023-12-03
2006,PIAUÍ,ÓLEO DIESEL (m3),m3,"27366,085",2023-12-03
2007,PIAUÍ,ÓLEO DIESEL (m3),m3,"26052,3943487372",2023-12-03
2008,PIAUÍ,ÓLEO DIESEL (m3),m3,"31963,7147123969",2023-12-03
2009,PIAUÍ,ÓLEO DIESEL (m3),m3,"24982,96864047",2023-12-03
2010,PIAUÍ,ÓLEO DIESEL (m3),m3,"31635,4680811918",2023-12-03
2011,PIAUÍ,ÓLEO DIESEL (m3),m3,"443743,209064095",2023-12-03
2012,PIAUÍ,ÓLEO DIESEL (m3),m3,"48077,6943302691",2023-12-03
2013,PIAUÍ,ÓLEO DIESEL (m3),m3,"47868,25",2023-12-03
2014,PIAUÍ,ÓLEO DIESEL (m3),m3,"55280,65",2023-12-03
2015,PIAUÍ,ÓLEO DIESEL (m3),m3,"46653,052703414",2023-12-03
2016,PIAUÍ,ÓLEO DIESEL (m3),m3,"44956,19",2023-12-03
2017,PIAUÍ,ÓLEO DIESEL (m3),m3,"45393,7448953676",2023-12-03
2018,PIAUÍ,ÓLEO DIESEL (m3),m3,"45933,7",2023-12-03
2019,PIAUÍ,ÓLEO DIESEL (m3),m3,"43853,02",2023-12-03
2020,PIAUÍ,ÓLEO DIESEL (m3),m3,"35459,5",2023-12-03
2000,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"151108,467",2023-12-03
2001,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"2177979,765",2023-12-03
2002,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"193326,933",2023-12-03
2003,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"171648,647",2023-12-03
2004,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"178627,467",2023-12-03
2005,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"193067,654",2023-12-03
2006,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"192821,476",2023-12-03
2007,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"200192,03518605",2023-12-03
2008,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"213425,015300273",2023-12-03
2009,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"205594,721415991",2023-12-03
2010,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"211939,778105903",2023-12-03
2011,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"234916,095862242",2023-12-03
2012,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"233409,493725201",2023-12-03
2013,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"237983,788",2023-12-03
2014,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"3056993,048",2023-12-03
2015,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"255430,115148952",2023-12-03
2016,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"208191,277",2023-12-03
2017,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"204376,437296522",2023-12-03
2018,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"184763,021",2023-12-03
2019,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"203849,462",2023-12-03
2020,RIO DE JANEIRO,ÓLEO DIESEL (m3),m3,"178693,927",2023-12-03
2000,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"26755,866",2023-12-03
2001,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"31292,63",2023-12-03
2002,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"28082,495",2023-12-03
2003,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"25033,15",2023-12-03
2004,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"26861,857",2023-12-03
2005,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"26081,285",2023-12-03
2006,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"30555,237",2023-12-03
2007,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"26084,4970977509",2023-12-03
2008,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"32925,5970712989",2023-12-03
2009,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"387883,273300649",2023-12-03
2010,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"36492,2546114691",2023-12-03
2011,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"39589,4004136755",2023-12-03
2012,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"47983,9703425722",2023-12-03
2013,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"42107,567",2023-12-03
2014,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"56243,5",2023-12-03
2015,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"50954,6967955416",2023-12-03
2016,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"39583,537",2023-12-03
2017,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"36916,5771527693",2023-12-03
2018,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"33654,23",2023-12-03
2019,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,"34816,19",2023-12-03
2020,RIO GRANDE DO NORTE,ÓLEO DIESEL (m3),m3,35106,2023-12-03
2000,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"221513,25",2023-12-03
2001,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"224117,734",2023-12-03
2002,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"213201,779",2023-12-03
2003,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"212077,824",2023-12-03
2004,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"204962,594",2023-12-03
2005,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"198883,913",2023-12-03
2006,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"235920,872",2023-12-03
2007,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"256075,459667674",2023-12-03
2008,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"202671,188286159",2023-12-03
2009,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"195266,163567155",2023-12-03
2010,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"3057884,57043217",2023-12-03
2011,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"258771,751845873",2023-12-03
2012,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"312757,496949624",2023-12-03
2013,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"336425,381",2023-12-03
2014,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"292803,554",2023-12-03
2015,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"296772,525668243",2023-12-03
2016,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"266202,185",2023-12-03
2017,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"281545,04657053",2023-12-03
2018,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"231934,088",2023-12-03
2019,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"343450,115",2023-12-03
2020,RIO GRANDE DO SUL,ÓLEO DIESEL (m3),m3,"356771,172",2023-12-03
2000,RONDÔNIA,ÓLEO DIESEL (m3),m3,"57900,258",2023-12-03
2001,RONDÔNIA,ÓLEO DIESEL (m3),m3,"51455,772",2023-12-03
2002,RONDÔNIA,ÓLEO DIESEL (m3),m3,"43910,515",2023-12-03
2003,RONDÔNIA,ÓLEO DIESEL (m3),m3,"40228,92",2023-12-03
2004,RONDÔNIA,ÓLEO DIESEL (m3),m3,"37152,661",2023-12-03
2005,RONDÔNIA,ÓLEO DIESEL (m3),m3,"40373,036",2023-12-03
2006,RONDÔNIA,ÓLEO DIESEL (m3),m3,"654631,32",2023-12-03
2007,RONDÔNIA,ÓLEO DIESEL (m3),m3,"48729,8154221181",2023-12-03
2008,RONDÔNIA,ÓLEO DIESEL (m3),m3,"58226,8783539222",2023-12-03
2009,RONDÔNIA,ÓLEO DIESEL (m3),m3,"73373,7592355857",2023-12-03
2010,RONDÔNIA,ÓLEO DIESEL (m3),m3,"70121,8388099809",2023-12-03
2011,RONDÔNIA,ÓLEO DIESEL (m3),m3,"77608,8991448216",2023-12-03
2012,RONDÔNIA,ÓLEO DIESEL (m3),m3,"69198,5696577527",2023-12-03
2013,RONDÔNIA,ÓLEO DIESEL (m3),m3,"65578,75",2023-12-03
2014,RONDÔNIA,ÓLEO DIESEL (m3),m3,"63604,155",2023-12-03
2015,RONDÔNIA,ÓLEO DIESEL (m3),m3,"63656,979",2023-12-03
2016,RONDÔNIA,ÓLEO DIESEL (m3),m3,"68301,501",2023-12-03
2017,RONDÔNIA,ÓLEO DIESEL (m3),m3,"62577,4323022349",2023-12-03
2018,RONDÔNIA,ÓLEO DIESEL (m3),m3,"61103,247",2023-12-03
2019,RONDÔNIA,ÓLEO DIESEL (m3),m3,"888362,759",2023-12-03
2020,RONDÔNIA,ÓLEO DIESEL (m3),m3,null,2023-12-03
2000,RORAIMA,ÓLEO DIESEL (m3),m3,"15978,206",2023-12-03
2001,RORAIMA,ÓLEO DIESEL (m3),m3,6352,2023-12-03
2002,RORAIMA,ÓLEO DIESEL (m3),m3,"5491,907",2023-12-03
2003,RORAIMA,ÓLEO DIESEL (m3),m3,"49443,95",2023-12-03
2004,RORAIMA,ÓLEO DIESEL (m3),m3,"5375,65",2023-12-03
2005,RORAIMA,ÓLEO DIESEL (m3),m3,"4406,172",2023-12-03
2006,RORAIMA,ÓLEO DIESEL (m3),m3,"4446,052",2023-12-03
2007,RORAIMA,ÓLEO DIESEL (m3),m3,"4193,77034430708",2023-12-03
2008,RORAIMA,ÓLEO DIESEL (m3),m3,"4985,96587464718",2023-12-03
2009,RORAIMA,ÓLEO DIESEL (m3),m3,"5281,82815462503",2023-12-03
2010,RORAIMA,ÓLEO DIESEL (m3),m3,"15882,8709707629",2023-12-03
2011,RORAIMA,ÓLEO DIESEL (m3),m3,"6509,74573081954",2023-12-03
2012,RORAIMA,ÓLEO DIESEL (m3),m3,"7040,72586976735",2023-12-03
2013,RORAIMA,ÓLEO DIESEL (m3),m3,"9567,2",2023-12-03
2014,RORAIMA,ÓLEO DIESEL (m3),m3,"11014,3",2023-12-03
2015,RORAIMA,ÓLEO DIESEL (m3),m3,"11556,739208189",2023-12-03
2016,RORAIMA,ÓLEO DIESEL (m3),m3,"118362,858",2023-12-03
2017,RORAIMA,ÓLEO DIESEL (m3),m3,"12214,0723812914",2023-12-03
2018,RORAIMA,ÓLEO DIESEL (m3),m3,"17642,253",2023-12-03
2019,RORAIMA,ÓLEO DIESEL (m3),m3,"38493,9",2023-12-03
2020,RORAIMA,ÓLEO DIESEL (m3),m3,"38392,252",2023-12-03
2000,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"134747,981",2023-12-03
2001,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"144442,216",2023-12-03
2002,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"144860,053",2023-12-03
2003,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"141533,261",2023-12-03
2004,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"148142,68",2023-12-03
2005,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"154556,397",2023-12-03
2006,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"152927,203",2023-12-03
2007,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"152261,901839012",2023-12-03
2008,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"170546,663540181",2023-12-03
2009,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"148153,570281361",2023-12-03
2010,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"152537,194660619",2023-12-03
2011,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"2299118,54571897",2023-12-03
2012,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"178187,841338942",2023-12-03
2013,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"217984,889",2023-12-03
2014,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"239596,068",2023-12-03
2015,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"197755,978677193",2023-12-03
2016,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"208338,363",2023-12-03
2017,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"207915,202238869",2023-12-03
2018,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"227823,55",2023-12-03
2019,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"214914,156",2023-12-03
2020,SANTA CATARINA,ÓLEO DIESEL (m3),m3,"185434,35",2023-12-03
2000,SÃO PAULO,ÓLEO DIESEL (m3),m3,"8491277,42",2023-12-03
2001,SÃO PAULO,ÓLEO DIESEL (m3),m3,"700541,173",2023-12-03
2002,SÃO PAULO,ÓLEO DIESEL (m3),m3,"744824,139",2023-12-03
2003,SÃO PAULO,ÓLEO DIESEL (m3),m3,"872343,141",2023-12-03
2004,SÃO PAULO,ÓLEO DIESEL (m3),m3,"842390,371",2023-12-03
2005,SÃO PAULO,ÓLEO DIESEL (m3),m3,"890861,977",2023-12-03
2006,SÃO PAULO,ÓLEO DIESEL (m3),m3,"796742,12",2023-12-03
2007,SÃO PAULO,ÓLEO DIESEL (m3),m3,"851935,600598022",2023-12-03
2008,SÃO PAULO,ÓLEO DIESEL (m3),m3,"907592,607568393",2023-12-03
2009,SÃO PAULO,ÓLEO DIESEL (m3),m3,"848655,046062548",2023-12-03
2010,SÃO PAULO,ÓLEO DIESEL (m3),m3,"965815,600578664",2023-12-03
2011,SÃO PAULO,ÓLEO DIESEL (m3),m3,"837277,915077866",2023-12-03
2012,SÃO PAULO,ÓLEO DIESEL (m3),m3,"809876,518179028",2023-12-03
2013,SÃO PAULO,ÓLEO DIESEL (m3),m3,"13026849,963",2023-12-03
2014,SÃO PAULO,ÓLEO DIESEL (m3),m3,"957036,607",2023-12-03
2015,SÃO PAULO,ÓLEO DIESEL (m3),m3,"977726,783039809",2023-12-03
2016,SÃO PAULO,ÓLEO DIESEL (m3),m3,"1039449,275",2023-12-03
2017,SÃO PAULO,ÓLEO DIESEL (m3),m3,"1113983,78410587",2023-12-03
2018,SÃO PAULO,ÓLEO DIESEL (m3),m3,"1154392,578",2023-12-03
2019,SÃO PAULO,ÓLEO DIESEL (m3),m3,"1147044,907",2023-12-03
2020,SÃO PAULO,ÓLEO DIESEL (m3),m3,"1029322,98",2023-12-03
2000,SERGIPE,ÓLEO DIESEL (m3),m3,"18537,649",2023-12-03
2001,SERGIPE,ÓLEO DIESEL (m3),m3,"17504,88",2023-12-03
2002,SERGIPE,ÓLEO DIESEL (m3),m3,"19942,763",2023-12-03
2003,SERGIPE,ÓLEO DIESEL (m3),m3,"20034,317",2023-12-03
2004,SERGIPE,ÓLEO DIESEL (m3),m3,"19479,044",2023-12-03
2005,SERGIPE,ÓLEO DIESEL (m3),m3,"244899,73",2023-12-03
2006,SERGIPE,ÓLEO DIESEL (m3),m3,"20880,406",2023-12-03
2007,SERGIPE,ÓLEO DIESEL (m3),m3,"26604,2473165197",2023-12-03
2008,SERGIPE,ÓLEO DIESEL (m3),m3,"26277,7476542652",2023-12-03
2009,SERGIPE,ÓLEO DIESEL (m3),m3,"24716,6414316811",2023-12-03
2010,SERGIPE,ÓLEO DIESEL (m3),m3,"27802,8275176904",2023-12-03
2011,SERGIPE,ÓLEO DIESEL (m3),m3,"25679,5190146427",2023-12-03
2012,SERGIPE,ÓLEO DIESEL (m3),m3,"28273,2799830807",2023-12-03
2013,SERGIPE,ÓLEO DIESEL (m3),m3,"31017,3",2023-12-03
2014,SERGIPE,ÓLEO DIESEL (m3),m3,"31300,5",2023-12-03
2015,SERGIPE,ÓLEO DIESEL (m3),m3,"32422,5054500429",2023-12-03
2016,SERGIPE,ÓLEO DIESEL (m3),m3,"25944,6",2023-12-03
2017,SERGIPE,ÓLEO DIESEL (m3),m3,"26238,498879453",2023-12-03
2018,SERGIPE,ÓLEO DIESEL (m3),m3,"313835,097",2023-12-03
2019,SERGIPE,ÓLEO DIESEL (m3),m3,"27723,878",2023-12-03
2020,SERGIPE,ÓLEO DIESEL (m3),m3,null,2023-12-03
2000,TOCANTINS,ÓLEO DIESEL (m3),m3,"347688,894",2023-12-03
2001,TOCANTINS,ÓLEO DIESEL (m3),m3,"25756,923",2023-12-03
2002,TOCANTINS,ÓLEO DIESEL (m3),m3,"36146,845",2023-12-03
2003,TOCANTINS,ÓLEO DIESEL (m3),m3,"40935,387",2023-12-03
2004,TOCANTINS,ÓLEO DIESEL (m3),m3,"39344,21",2023-12-03
2005,TOCANTINS,ÓLEO DIESEL (m3),m3,"42755,002",2023-12-03
2006,TOCANTINS,ÓLEO DIESEL (m3),m3,"39936,014",2023-12-03
2007,TOCANTINS,ÓLEO DIESEL (m3),m3,"44808,4446712738",2023-12-03
2008,TOCANTINS,ÓLEO DIESEL (m3),m3,"50036,9835622475",2023-12-03
2009,TOCANTINS,ÓLEO DIESEL (m3),m3,"45077,2643154514",2023-12-03
2010,TOCANTINS,ÓLEO DIESEL (m3),m3,"56839,7470119077",2023-12-03
2011,TOCANTINS,ÓLEO DIESEL (m3),m3,"48547,8821713207",2023-12-03
2012,TOCANTINS,ÓLEO DIESEL (m3),m3,"52566,8750391584",2023-12-03
2013,TOCANTINS,ÓLEO DIESEL (m3),m3,"853100,219",2023-12-03
2014,TOCANTINS,ÓLEO DIESEL (m3),m3,"75699,7",2023-12-03
2015,TOCANTINS,ÓLEO DIESEL (m3),m3,"74489,7031417721",2023-12-03
2016,TOCANTINS,ÓLEO DIESEL (m3),m3,"70237,7",2023-12-03
2017,TOCANTINS,ÓLEO DIESEL (m3),m3,"80362,824101689",2023-12-03
2018,TOCANTINS,ÓLEO DIESEL (m3),m3,"88853,52",2023-12-03
2019,TOCANTINS,ÓLEO DIESEL (m3),m3,"90727,38",2023-12-03
2020,TOCANTINS,ÓLEO DIESEL (m3),m3,"94285,64",2023-12-03
